,state,year,pregnancyratelt15,pregnancyrate1517,pregnancyrate1819,pregnancyrate1519,pregnancyratelt20,pregnancyrate2024,pregnancyrate2529,pregnancyrate3034,pregnancyrate3539,pregnancyrate40plus,abortionratelt15,abortionrate1517,abortionrate1819,abortionrate1519,abortionratelt20,abortionrate2024,abortionrate2529,abortionrate3034,abortionrate3539,abortionrate40plus,birthratelt15,birthrate1517,birthrate1819,birthrate1519,birthratelt20,birthrate2024,birthrate2529,birthrate3034,birthrate3539,birthrate40plus,abortionratiolt15,abortionratio1517,abortionratio1819,abortionratio1519,abortionratiolt20,abortionratio2024,abortionratio2529,abortionratio3034,abortionratio3539,abortionratio40plus,pregnancieslt15,pregnancies1517,pregnancies1819,pregnancies1519,pregnancieslt20,pregnancies2024,pregnancies2529,pregnancies3034,pregnancies3539,pregnancies40plus,abortionslt15,abortions1517,abortions1819,abortions1519,abortionslt20,abortions2024,abortions2529,abortions3034,abortions3539,abortions40plus,birthslt15,births1517,births1819,births1519,birthslt20,births2024,births2529,births3034,births3539,births40plus,miscarriageslt15,miscarriages1517,miscarriages1819,miscarriages1519,miscarriageslt20,miscarriages2024,miscarriages2529,miscarriages3034,miscarriages3539,miscarriages40plus,populationlt15,population1517,population1819,population1519,populationlt20,population2024,population2529,population3034,population3539,population40plus,population1544,abortionstotal,birthstotal,pregnancyratetotal,birthratetotal,abortionratetotal,abortionratiototal,miscarriagestotal,pregnanciestotal,notes,versiondate
390,MI,2017,2.3,12.0,50.0,27.4,27.9,104.8,156.5,141.7,64.2,15.3,1.1,3.5,12.3,7.1,7.3,23.2,24.5,15.0,8.2,2.9,0.9,6.8,30.4,16.4,16.6,66.1,108.0,104.4,46.0,10.1,1210.2,514.4,404.0,431.3,439.6,350.4,226.6,143.3,177.4,283.5,140.0,2320.0,6570.0,8890.0,9030.0,36050.0,52000.0,41840.0,19160.0,4370.0,70.0,680.0,1610.0,2290.0,2360.0,7970.0,8130.0,4410.0,2440.0,820.0,57.0,1314,3993,5307,5364,22740,35878,30818,13734,2892,20.0,330.0,960.0,1290.0,1310.0,5340.0,7990.0,6610.0,2990.0,660.0,61767,192592,131242,323834,323834,343961,332189,295289,298344,285092,1878709,26130,111426,86.5,59.3,13.9,234.5,24900,162450,Proportion of abortions had by 15-17-year-olds and 18-19-year-olds based on supplemental data from state Department of Health., 1 Mar 2021
404,MN,2014,1.7,10.8,43.5,24.0,24.4,94.5,161.4,155.4,72.8,15.9,0.8,2.4,8.6,4.9,5.1,16.0,14.0,8.8,5.7,2.2,0.7,6.8,28.3,15.5,15.6,64.1,121.6,121.4,55.4,11.2,1268.3,354.1,303.9,317.0,325.0,249.3,115.5,72.4,103.1,196.7,60.0,1130.0,3070.0,4200.0,4260.0,16900.0,28870.0,29350.0,12040.0,2620.0,30.0,250.0,610.0,860.0,890.0,2860.0,2510.0,1660.0,950.0,360.0,23.0,708,2001,2709,2732,11466,21759,22933,9165,1849,,170.0,460.0,630.0,640.0,2580.0,4600.0,4750.0,1930.0,410.0,34963,104067,70607,174674,174674,178944,178884,188859,165305,164603,1051269,9230,69904,89.4,66.5,8.8,132.0,14900,94040,, 1 Mar 2021
405,MN,2015,1.3,9.1,40.2,21.5,21.8,89.7,161.7,158.8,75.1,16.1,0.5,2.1,8.5,4.6,4.7,15.6,14.4,9.6,6.2,2.0,0.6,5.7,25.7,13.7,13.8,60.5,121.6,123.6,56.9,11.6,776.6,364.3,331.6,339.7,343.7,257.1,118.5,77.4,108.1,174.1,50.0,950.0,2800.0,3750.0,3800.0,16090.0,28670.0,30140.0,12810.0,2590.0,20.0,220.0,590.0,810.0,830.0,2790.0,2550.0,1810.0,1050.0,320.0,22.0,594,1792,2386,2408,10848,21549,23455,9715,1859,,140.0,420.0,560.0,560.0,2450.0,4570.0,4870.0,2050.0,400.0,34907,104680,69674,174354,174354,179317,177285,189775,170610,160494,1051835,9360,69834,89.5,66.4,8.9,134.0,14900,94100,, 1 Mar 2021
406,MN,2016,1.4,8.5,38.4,20.3,20.6,85.5,161.4,160.1,76.6,17.1,0.8,2.4,8.4,4.8,4.9,15.2,15.2,10.0,6.0,2.2,0.4,4.9,24.3,12.6,12.7,57.3,120.5,124.3,58.4,12.3,1850.4,489.8,344.7,378.5,388.5,264.3,126.4,80.7,102.3,176.4,50.0,890.0,2670.0,3560.0,3600.0,15380.0,28550.0,30430.0,13600.0,2680.0,30.0,250.0,580.0,830.0,860.0,2730.0,2700.0,1900.0,1060.0,340.0,15.0,512,1688,2200,2215,10317,21317,23610,10364,1926,,130.0,400.0,520.0,530.0,2340.0,4530.0,4910.0,2180.0,420.0,34511,105326,69500,174826,174826,179921,176873,190000,177477,156629,1055726,9590,69749,89.3,66.1,9.1,137.5,14910,94250,, 1 Mar 2021
407,MN,2017,0.8,7.9,37.8,19.7,19.9,83.6,154.8,161.0,75.7,17.7,0.3,2.2,8.5,4.7,4.8,16.4,15.9,10.3,6.4,2.3,0.3,4.5,23.7,12.1,12.2,54.7,114.4,124.7,57.2,12.7,997.0,495.3,360.9,391.2,394.6,299.9,138.8,82.5,111.8,179.3,30.0,830.0,2620.0,3440.0,3470.0,14910.0,27850.0,30480.0,13930.0,2780.0,10.0,240.0,590.0,830.0,840.0,2920.0,2860.0,1950.0,1180.0,360.0,12.0,475,1638,2113,2125,9746,20589,23617,10527,1991,,120.0,390.0,510.0,510.0,2240.0,4400.0,4920.0,2220.0,430.0,35106,105489,69221,174710,174710,178263,179932,189357,183908,157197,1063367,10100,68595,87.9,64.5,9.5,147.3,14730,93430,Proportion of abortions had by 15-17-year-olds and 18-19-year-olds based on supplemental data from state Department of Health., 1 Mar 2021
421,MS,2014,5.5,24.3,92.5,52.1,53.2,154.4,155.2,100.7,40.1,8.1,1.3,3.0,10.6,6.1,6.4,17.6,15.2,9.1,4.3,1.2,3.4,17.4,67.4,37.8,38.5,112.5,115.5,75.6,29.5,5.7,367.8,174.1,157.2,161.8,165.6,156.7,131.3,120.0,147.0,207.6,120.0,1460.0,3850.0,5310.0,5430.0,17310.0,15350.0,9970.0,3750.0,780.0,30.0,180.0,440.0,620.0,650.0,1980.0,1500.0,900.0,400.0,110.0,72.0,1051,2802,3853,3925,12613,11419,7483,2751,545,20.0,230.0,600.0,830.0,850.0,2720.0,2430.0,1590.0,590.0,120.0,20886,60288,41591,101879,101879,112081,98894,98994,93307,96045,601200,5540,38736,87.5,64.4,9.2,143.1,8300,52580,, 1 Mar 2021
422,MS,2015,5.8,22.3,84.7,47.2,48.4,150.0,155.9,102.3,43.0,8.2,1.3,2.8,8.6,5.1,5.4,16.2,15.1,9.3,4.5,1.3,3.6,16.0,62.7,34.7,35.4,110.2,116.1,76.7,31.8,5.6,356.4,175.8,137.4,148.0,152.3,147.0,130.1,121.7,141.6,225.0,120.0,1370.0,3450.0,4820.0,4940.0,16450.0,15660.0,10010.0,4080.0,770.0,30.0,170.0,350.0,520.0,550.0,1780.0,1520.0,910.0,430.0,120.0,74.0,981,2555,3536,3610,12078,11662,7504,3008,532,20.0,210.0,550.0,760.0,780.0,2590.0,2480.0,1590.0,640.0,120.0,20318,61210,40780,101990,101990,109620,100491,97888,94738,94341,599068,5300,38394,86.6,64.1,8.8,138.1,8210,51900,, 1 Mar 2021
423,MS,2016,4.4,20.9,78.9,44.2,45.0,146.6,152.9,106.0,44.5,8.3,1.1,2.6,7.6,4.6,4.8,15.4,14.1,10.0,4.4,1.4,2.7,15.0,58.8,32.6,33.1,108.1,114.5,79.2,33.0,5.6,420.5,175.2,128.8,141.7,146.0,142.8,123.4,125.8,134.7,254.8,90.0,1280.0,3230.0,4510.0,4600.0,15570.0,15660.0,10260.0,4280.0,760.0,20.0,160.0,310.0,470.0,490.0,1640.0,1450.0,960.0,430.0,130.0,52.0,919,2407,3326,3378,11473,11726,7663,3173,515,10.0,200.0,510.0,710.0,720.0,2460.0,2490.0,1630.0,680.0,120.0,19465,61125,40911,102036,102036,106174,102408,96740,96137,92049,595544,5100,37928,85.8,63.7,8.6,134.5,8100,51120,, 1 Mar 2021
424,MS,2017,3.9,19.0,77.3,42.6,43.4,145.9,151.0,104.9,43.3,8.9,1.4,2.8,8.3,5.1,5.3,16.1,13.4,8.6,4.2,1.0,2.0,13.2,56.8,30.9,31.3,106.9,113.6,79.5,32.2,6.5,699.8,214.8,146.1,163.5,169.9,150.7,117.7,108.8,131.3,158.6,70.0,1140.0,3190.0,4330.0,4400.0,15130.0,15710.0,10000.0,4200.0,810.0,30.0,170.0,340.0,510.0,540.0,1670.0,1390.0,820.0,410.0,90.0,38.0,796,2341,3137,3175,11078,11813,7580,3124,587,10.0,180.0,500.0,680.0,690.0,2380.0,2500.0,1600.0,670.0,130.0,19422,60289,41225,101514,101514,103676,104030,95399,96956,90847,592422,4930,37357,84.8,63.1,8.3,131.9,7960,50250,Proportion of abortions had by 15-17-year-olds and 18-19-year-olds based on supplemental data from state Department of Health., 1 Mar 2021
438,MO,2014,2.3,16.6,71.5,38.5,38.9,123.8,152.0,122.2,53.1,11.3,0.6,2.3,9.7,5.3,5.4,15.2,11.6,7.1,4.7,1.6,1.3,11.7,50.7,27.3,27.5,89.2,116.0,95.3,39.9,8.0,498.5,198.2,190.7,192.6,195.6,170.8,99.7,74.9,118.9,196.6,90.0,1920.0,5460.0,7390.0,7480.0,26430.0,30410.0,24530.0,9590.0,2110.0,30.0,270.0,740.0,1010.0,1030.0,3250.0,2320.0,1430.0,860.0,290.0,51.0,1356,3876,5232,5283,19041,23218,19125,7206,1487,10.0,300.0,850.0,1150.0,1160.0,4130.0,4880.0,3970.0,1530.0,330.0,39144,115510,76447,191957,191957,213504,200116,200695,180465,186161,1172898,9180,75360,85.7,64.3,7.8,121.9,15990,100530,, 1 Mar 2021
439,MO,2015,2.1,14.8,67.8,35.7,36.2,122.5,152.7,124.7,54.6,10.9,0.7,2.2,9.4,5.0,5.2,15.8,12.8,7.9,4.5,1.7,1.1,10.4,47.8,25.2,25.4,87.6,115.5,96.7,41.4,7.5,658.8,211.2,197.3,200.7,204.8,180.4,110.8,81.5,109.2,225.6,80.0,1730.0,5150.0,6870.0,6960.0,25840.0,30850.0,24950.0,10100.0,1990.0,30.0,250.0,720.0,970.0,1000.0,3330.0,2590.0,1580.0,840.0,310.0,43.0,1207,3631,4838,4881,18477,23334,19346,7651,1372,10.0,270.0,800.0,1060.0,1080.0,4030.0,4930.0,4030.0,1610.0,310.0,38742,116448,75895,192343,192343,210840,201973,200093,184903,181803,1171955,9640,75061,85.9,64.0,8.2,128.4,15980,100680,, 1 Mar 2021
440,MO,2016,1.6,13.9,64.5,33.8,34.1,120.0,152.7,126.3,57.0,11.9,0.5,2.4,9.5,5.2,5.3,15.9,14.4,8.1,5.1,1.5,0.9,9.4,45.0,23.4,23.6,85.5,114.0,97.9,42.8,8.5,505.8,251.2,211.9,221.5,223.7,185.5,126.7,82.7,119.1,176.6,60.0,1630.0,4880.0,6500.0,6570.0,24710.0,31320.0,25240.0,10830.0,2100.0,20.0,280.0,720.0,1000.0,1020.0,3260.0,2960.0,1620.0,970.0,270.0,35.0,1101,3404,4505,4540,17596,23381,19549,8135,1504,,250.0,750.0,1000.0,1010.0,3850.0,4970.0,4070.0,1720.0,330.0,37460,116697,75656,192353,192353,205803,205121,199762,190055,176229,1169323,10100,74705,86.2,63.9,8.6,135.1,15950,100750,, 1 Mar 2021
441,MO,2017,1.6,13.1,62.9,32.8,33.1,115.3,146.5,125.6,56.3,11.9,0.9,2.5,9.6,5.3,5.5,14.9,13.1,8.6,4.7,1.4,0.6,8.6,43.6,22.5,22.6,82.4,110.0,96.7,42.6,8.6,1537.7,285.1,220.7,235.6,242.0,180.9,119.4,89.4,110.4,168.2,60.0,1510.0,4760.0,6280.0,6340.0,23280.0,30680.0,25010.0,10910.0,2090.0,30.0,280.0,730.0,1010.0,1050.0,3010.0,2750.0,1720.0,910.0,250.0,21.0,999,3302,4301,4322,16640,23047,19260,8259,1506,,230.0,730.0,960.0,970.0,3630.0,4880.0,4020.0,1740.0,330.0,37743,115545,75713,191258,191258,201988,209508,199144,193955,175059,1170912,9690,73034,84.0,62.4,8.3,132.7,15580,98310,Proportion of abortions had by 15-17-year-olds and 18-19-year-olds based on supplemental data from state Department of Health., 1 Mar 2021
455,MT,2014,1.9,19.5,69.0,39.3,39.7,115.9,165.2,129.7,57.2,14.0,,3.5,11.6,6.8,6.9,14.6,12.6,7.3,4.3,1.6,,13.0,46.8,26.6,26.8,83.2,126.1,101.4,43.7,10.2,,268.8,248.7,254.6,257.1,175.6,100.2,71.8,97.9,157.4,10.0,350.0,840.0,1190.0,1210.0,4080.0,5130.0,4140.0,1640.0,390.0,,60.0,140.0,210.0,210.0,510.0,390.0,230.0,120.0,40.0,,237,570,807,813,2928,3914,3237,1255,285,,50.0,130.0,180.0,180.0,640.0,820.0,670.0,260.0,60.0,5935,18191,12174,30365,30365,35187,31037,31916,28705,28023,185233,1520,12432,89.5,67.1,8.2,121.9,2640,16590,, 1 Mar 2021
456,MT,2015,1.9,16.1,69.6,37.5,37.9,113.3,162.7,134.9,60.3,14.1,,3.8,10.1,6.3,6.4,13.9,12.6,7.9,4.6,2.0,,10.0,48.7,25.5,25.7,81.7,124.1,105.1,46.1,10.0,,379.0,207.2,247.4,248.8,170.2,101.4,75.5,100.2,199.1,10.0,290.0,840.0,1130.0,1150.0,3980.0,5140.0,4330.0,1800.0,390.0,,70.0,120.0,190.0,190.0,490.0,400.0,250.0,140.0,50.0,,180,590,770,777,2867,3917,3375,1371,276,,40.0,130.0,170.0,170.0,620.0,820.0,700.0,290.0,60.0,6214,18089,12111,30200,30200,35089,31573,32099,29769,27711,186441,1530,12583,90.0,67.5,8.2,121.2,2670,16780,, 1 Mar 2021
457,MT,2016,,14.8,63.4,34.2,34.5,108.3,156.2,129.9,61.6,16.1,,3.3,8.2,5.3,5.3,13.8,12.3,8.1,5.3,2.5,,9.2,45.3,23.7,23.9,77.6,118.9,100.8,46.4,11.1,,360.2,181.2,223.2,224.0,177.4,103.2,80.8,114.7,221.4,,270.0,770.0,1040.0,1050.0,3780.0,5070.0,4190.0,1900.0,440.0,,60.0,100.0,160.0,160.0,480.0,400.0,260.0,160.0,70.0,,169,551,720,726,2707,3860,3250,1434,305,,40.0,120.0,160.0,160.0,590.0,810.0,680.0,300.0,70.0,6173,18273,12161,30434,30434,34872,32469,32238,30884,27429,188326,1540,12282,87.2,65.2,8.2,125.1,2610,16430,, 1 Mar 2021
458,MT,2017,1.9,,,31.8,32.2,102.2,142.9,128.6,60.1,14.7,,,,5.9,5.9,13.5,12.3,6.9,5.0,2.1,,8.1,41.1,21.1,21.4,72.8,107.8,100.8,45.5,10.3,,,,278.2,277.4,186.0,114.5,68.9,110.2,208.2,10.0,,,970.0,980.0,3550.0,4810.0,4150.0,1920.0,410.0,,,,180.0,180.0,470.0,420.0,220.0,160.0,60.0,,150,495,645,653,2524,3626,3254,1452,290,,,,150.0,150.0,550.0,770.0,670.0,310.0,60.0,6138,18489,12053,30542,30542,34682,33634,32284,31918,28141,191201,1510,11799,82.7,61.7,7.9,128.0,2510,15820,Suppressed data for <15 and 40+ estimated based on relative percent distribution from 2016, 1 Mar 2021
472,NE,2014,2.9,13.6,54.9,30.8,31.4,112.9,184.7,153.4,65.5,14.0,0.8,1.8,6.3,3.7,3.8,11.6,10.2,6.3,4.1,1.7,1.7,9.7,39.9,22.3,22.6,83.4,144.5,122.0,50.8,10.1,494.2,182.8,159.0,165.0,169.9,139.3,70.9,51.9,80.5,170.4,40.0,490.0,1430.0,1920.0,1960.0,7540.0,11090.0,9720.0,3670.0,760.0,10.0,60.0,160.0,230.0,240.0,780.0,620.0,400.0,230.0,90.0,21.0,352,1038,1390,1411,5571,8679,7735,2850,548,,80.0,220.0,300.0,310.0,1190.0,1800.0,1590.0,590.0,120.0,12469,36346,25987,62333,62333,66780,60052,63376,56066,54438,363045,2360,26794,95.7,73.8,6.5,87.9,5590,34740,, 1 Mar 2021
473,NE,2015,1.5,14.1,53.9,30.4,30.7,105.5,187.4,150.5,68.9,14.7,,1.8,5.9,3.5,3.6,9.6,11.0,6.4,4.4,1.4,,10.0,39.5,22.1,22.3,79.1,146.1,119.6,53.4,11.0,,182.9,148.5,157.7,162.3,121.6,75.3,53.5,81.5,125.6,20.0,520.0,1390.0,1910.0,1930.0,7130.0,11120.0,9560.0,3980.0,790.0,,70.0,150.0,220.0,230.0,650.0,650.0,410.0,250.0,70.0,,370,1018,1388,1397,5345,8665,7591,3088,593,,80.0,220.0,300.0,300.0,1130.0,1800.0,1560.0,640.0,130.0,12618,36899,25768,62667,62667,67571,59311,63480,57820,53986,364835,2260,26679,94.6,73.1,6.2,84.7,5560,34500,, 1 Mar 2021
474,NE,2016,1.6,12.0,47.0,26.3,26.7,99.4,186.3,154.6,69.2,14.7,,1.7,5.0,3.0,3.1,9.3,10.8,6.0,3.9,1.4,1.0,8.5,34.6,19.2,19.4,74.3,145.4,123.3,54.0,11.0,,196.4,144.7,158.2,160.3,125.7,74.1,48.7,72.9,131.8,20.0,450.0,1220.0,1670.0,1690.0,6740.0,11120.0,9830.0,4130.0,790.0,,60.0,130.0,190.0,200.0,630.0,640.0,380.0,240.0,80.0,13.0,318,895,1213,1226,5034,8681,7838,3224,586,,70.0,190.0,260.0,260.0,1070.0,1800.0,1610.0,670.0,120.0,12583,37412,25878,63290,63290,67793,59702,63548,59684,53467,367484,2170,26589,93.3,72.4,5.9,81.5,5530,34290,, 1 Mar 2021
475,NE,2017,1.4,,,25.4,25.7,99.8,177.0,151.9,66.4,14.0,,,,3.2,3.4,10.6,10.0,6.5,3.8,1.5,,7.6,33.6,18.2,18.3,73.4,138.4,120.7,51.8,10.4,,,,178.7,183.2,144.9,72.1,53.6,73.4,140.9,20.0,,,1620.0,1640.0,6680.0,10790.0,9540.0,4070.0,750.0,,,,210.0,210.0,710.0,610.0,410.0,230.0,80.0,,290,868,1158,1167,4912,8433,7575,3179,555,,,,250.0,250.0,1050.0,1750.0,1560.0,660.0,120.0,12859,37923,25810,63733,63733,66914,60942,62775,61342,53541,369247,2250,25821,90.6,69.9,6.1,87.2,5390,33460,, 1 Mar 2021
489,NV,2014,2.6,20.9,94.7,47.9,48.4,149.5,159.5,135.0,68.8,18.4,0.7,5.5,23.3,12.0,12.2,35.1,31.2,21.6,10.8,4.2,1.4,12.3,57.5,28.9,29.2,92.4,104.3,92.7,47.5,11.5,520.1,446.7,404.5,416.0,417.1,379.4,299.2,232.6,226.5,362.5,50.0,1120.0,2940.0,4060.0,4100.0,13630.0,15810.0,13360.0,6310.0,1750.0,10.0,300.0,720.0,1020.0,1030.0,3200.0,3090.0,2130.0,990.0,400.0,26.0,663,1785,2448,2474,8426,10341,9175,4352,1093,,160.0,430.0,590.0,600.0,2000.0,2380.0,2050.0,970.0,260.0,18061,53735,31023,84758,84758,91158,99116,98947,91696,94922,560597,10840,35861,98.0,64.0,19.3,302.2,8260,54960,, 1 Mar 2021
490,NV,2015,2.1,20.3,90.2,45.5,45.9,147.9,151.9,131.4,71.7,19.8,1.0,5.7,20.3,11.0,11.2,32.2,27.2,19.7,11.1,4.9,0.9,11.7,56.5,27.8,28.0,93.7,101.6,91.4,49.6,12.0,1102.6,489.3,359.9,394.7,399.4,344.1,267.9,215.4,224.2,407.2,40.0,1110.0,2760.0,3870.0,3910.0,13310.0,15630.0,13240.0,6760.0,1860.0,20.0,310.0,620.0,940.0,950.0,2900.0,2800.0,1980.0,1050.0,460.0,16.0,637,1732,2369,2385,8434,10458,9215,4676,1130,,160.0,410.0,570.0,570.0,1980.0,2370.0,2040.0,1040.0,270.0,18178,54440,30660,85100,85100,90010,102884,100786,94300,94139,567219,10150,36298,96.5,64.0,17.9,279.6,8270,54720,, 1 Mar 2021
491,NV,2016,2.0,17.2,81.3,40.2,40.6,141.5,149.4,128.9,71.3,19.8,0.9,5.0,19.4,10.2,10.4,29.5,25.6,17.1,11.0,4.4,0.9,9.8,49.9,24.2,24.4,90.9,101.1,91.7,49.3,12.5,995.3,508.2,389.5,420.2,424.6,324.8,252.9,186.9,223.3,350.1,40.0,950.0,2510.0,3450.0,3490.0,12540.0,15940.0,13170.0,6940.0,1840.0,20.0,270.0,600.0,870.0,890.0,2620.0,2730.0,1750.0,1070.0,410.0,16.0,538,1540,2078,2094,8053,10783,9368,4802,1160,,130.0,370.0,500.0,510.0,1870.0,2430.0,2050.0,1070.0,270.0,18070,55034,30851,85885,85885,88615,106687,102130,97341,93042,573700,9460,36260,94.0,63.2,16.5,260.9,8200,53920,, 1 Mar 2021
492,NV,2017,2.5,,,36.4,37.0,140.2,144.8,127.8,69.2,20.1,1.0,,,9.0,9.3,30.3,25.3,18.6,10.7,4.1,1.2,8.8,45.4,22.0,22.3,89.1,97.5,89.5,47.9,13.0,857.0,,,410.5,415.6,340.4,259.6,207.7,222.4,313.4,50.0,,,3150.0,3190.0,12370.0,15880.0,13220.0,6950.0,1880.0,20.0,,,780.0,800.0,2670.0,2770.0,1920.0,1070.0,380.0,22.0,484,1422,1906,1928,7854,10687,9258,4813,1216,,,,460.0,470.0,1840.0,2410.0,2040.0,1070.0,280.0,18515,55161,31305,86466,86466,88194,109641,103490,100503,93550,581844,9620,35756,91.9,61.5,16.5,269.1,8110,53490,, 1 Mar 2021
506,NH,2014,,9.2,34.2,20.2,20.3,78.7,136.0,135.7,63.1,11.9,,3.5,10.0,6.4,6.5,18.3,17.6,10.9,6.5,2.5,,4.5,19.3,11.0,11.0,48.8,97.2,103.1,46.7,7.7,,773.7,520.9,578.4,584.2,375.7,181.2,105.9,139.4,322.1,,230.0,660.0,890.0,900.0,3530.0,5160.0,5140.0,2320.0,520.0,,90.0,190.0,280.0,280.0,820.0,670.0,410.0,240.0,110.0,,110,374,484,486,2185,3685,3902,1712,332,,30.0,90.0,120.0,130.0,520.0,800.0,820.0,370.0,80.0,7924,24614,19400,44014,44014,44809,37915,37855,36698,43381,244672,2530,12302,71.7,50.3,10.3,205.8,2710,17550,"Abortion estimate based on the number of abortions among all women in the state and the proportion of abortions obtained by women of the same age in neighboring or similar states (simple average of ME, MA, VT)", 1 Mar 2021
507,NH,2015,,8.4,33.4,19.3,19.5,71.7,136.5,138.5,66.4,13.5,,3.1,9.1,5.7,5.8,16.8,17.6,11.5,6.9,2.2,,4.2,19.5,10.9,10.9,44.3,97.6,104.8,49.0,9.3,,737.4,466.5,524.9,532.9,380.6,180.4,109.8,141.5,237.0,,200.0,630.0,830.0,840.0,3230.0,5230.0,5320.0,2460.0,560.0,,70.0,170.0,250.0,250.0,760.0,670.0,440.0,260.0,90.0,,101,367,468,470,1997,3740,4028,1815,383,,30.0,90.0,120.0,120.0,480.0,820.0,850.0,390.0,90.0,7862,24252,18851,43103,43103,45106,38313,38421,37030,41373,243346,2480,12433,72.5,51.1,10.2,199.1,2730,17640,"Abortion estimate based on the number of abortions among all women in the state and the proportion of abortions obtained by women of the same age in neighboring or similar states (simple average of ME, MA, VT)", 1 Mar 2021
508,NH,2016,,7.6,30.2,17.5,17.6,67.7,128.5,140.6,66.9,12.5,,3.0,9.4,5.8,5.9,15.6,17.3,11.6,6.0,2.3,,3.5,16.5,9.2,9.3,42.1,91.2,106.5,50.2,8.3,,855.1,569.8,631.6,636.9,370.2,189.7,109.4,119.8,282.6,,180.0,560.0,740.0,750.0,3050.0,5030.0,5510.0,2540.0,490.0,,70.0,170.0,250.0,250.0,700.0,680.0,460.0,230.0,90.0,,85,307,392,394,1898,3569,4176,1906,324,,20.0,80.0,100.0,100.0,450.0,780.0,880.0,400.0,70.0,7813,23981,18555,42536,42536,45057,39131,39229,37943,39170,243066,2410,12267,71.5,50.5,9.9,196.3,2690,17370,"Abortion estimate based on the number of abortions among all women in the state and the proportion of abortions obtained by women of the same age in neighboring or similar states (simple average of ME, MA, VT)", 1 Mar 2021
509,NH,2017,,6.6,27.9,15.9,15.9,64.9,126.4,135.2,65.3,13.3,,2.9,8.4,5.3,5.3,14.7,15.9,11.4,7.1,2.2,,2.9,15.6,8.4,8.4,40.7,90.7,102.3,47.9,9.0,,1007.7,537.4,628.0,637.0,360.4,175.4,111.1,149.2,246.6,,160.0,510.0,670.0,670.0,2890.0,5100.0,5410.0,2540.0,500.0,,70.0,150.0,220.0,220.0,650.0,640.0,450.0,280.0,80.0,,68,285,353,353,1808,3660,4094,1859,342,,20.0,70.0,90.0,90.0,430.0,800.0,860.0,400.0,80.0,7846,23758,18321,42079,42079,44461,40340,40038,38816,37976,243710,2330,12116,70.2,49.7,9.6,192.7,2660,17110,"Abortion estimate based on the number of abortions among all women in the state and the proportion of abortions obtained by women of the same age in neighboring or similar states (simple average of ME, MA, VT)", 1 Mar 2021
523,NJ,2014,2.9,15.8,57.9,31.9,32.5,118.4,167.1,175.2,97.5,25.3,1.7,8.0,25.1,14.6,14.9,46.9,45.8,27.1,16.7,6.6,0.9,5.8,25.2,13.2,13.4,55.7,97.3,121.2,65.9,15.0,1894.6,1378.2,996.1,1100.4,1111.2,841.1,471.3,223.4,253.4,438.4,170.0,2730.0,6140.0,8870.0,9030.0,32770.0,45280.0,49970.0,27590.0,7710.0,100.0,1380.0,2660.0,4050.0,4140.0,12970.0,12420.0,7720.0,4730.0,2010.0,51.0,1004,2674,3678,3729,15420,26349,34565,18659,4583,20.0,340.0,800.0,1140.0,1160.0,4380.0,6510.0,7690.0,4200.0,1120.0,57357,172065,106083,278148,278148,276742,270904,285284,283141,304974,1699193,43990,103305,101.4,60.8,25.9,425.8,25060,172360,, 1 Mar 2021
524,NJ,2015,2.8,16.2,58.7,32.3,32.9,116.2,169.3,178.4,99.3,26.1,1.9,8.9,27.8,16.1,16.4,47.7,48.0,28.9,16.8,6.3,0.6,5.3,23.4,12.2,12.3,53.1,97.1,122.1,67.3,16.0,3193.9,1663.7,1187.0,1316.7,1334.9,897.8,493.8,237.0,249.5,392.1,160.0,2780.0,6150.0,8940.0,9090.0,32220.0,46110.0,50540.0,28330.0,7700.0,110.0,1530.0,2920.0,4440.0,4550.0,13220.0,13060.0,8200.0,4790.0,1850.0,33.0,918,2456,3374,3407,14728,26454,34600,19216,4722,20.0,340.0,780.0,1120.0,1140.0,4270.0,6600.0,7740.0,4320.0,1130.0,56316,171715,104785,276500,276500,277248,272350,283361,285333,295122,1689914,45680,103127,103.0,61.0,27.0,443.0,25190,174000,, 1 Mar 2021
525,NJ,2016,2.9,15.5,57.4,31.4,32.0,115.7,169.8,180.6,101.7,27.1,2.1,9.0,28.4,16.3,16.8,49.3,50.3,30.0,17.5,6.7,0.5,4.6,21.8,11.2,11.3,51.3,95.4,123.0,68.8,16.4,4375.8,1944.2,1299.2,1465.9,1491.4,961.4,526.9,243.7,253.9,406.4,160.0,2640.0,5970.0,8610.0,8770.0,31890.0,46520.0,51140.0,29250.0,7730.0,120.0,1540.0,2950.0,4490.0,4600.0,13580.0,13770.0,8490.0,5020.0,1910.0,27.0,791,2269,3060,3087,14124,26141,34832,19769,4694,20.0,310.0,750.0,1060.0,1080.0,4180.0,6610.0,7820.0,4460.0,1130.0,55223,170476,103905,274381,274381,275510,274023,283140,287433,285413,1679900,47370,102647,104.3,61.1,28.2,461.5,25270,175290,, 1 Mar 2021
